id,bucket,budget,selected_word_indices,comprehensiveness,sufficiency_error,log_odds
14,low,10,0 22,0.0,0.96484375,0.0
14,low,20,0 22 1 17 19,0.0,0.993316650391,0.0
14,low,50,0 22 1 17 19 21 20 3 11 16 8 24 5,0.89306640625,0.0,-0.93501971698
15,low,1,,0.0,0.0,0.0
15,low,5,1,0.0,0.00390625,0.0
15,low,10,1 12,0.0,0.7666015625,0.0
15,low,20,1 12 14 4 20,0.00390625,0.0078125,0.0
15,low,50,1 12 14 4 20 21 15 0 5 3 6 18,0.0,0.04296875,0.0
16,low,1,,0.0,0.0,0.0
16,low,5,2,0.0,0.943359375,0.0
16,low,10,2 8 5,0.0,0.997955322266,0.0
16,low,20,2 8 5 18 17 10,0.0,0.983032226562,0.0
16,low,50,2 8 5 18 17 10 22 6 23 3 16 19 29 9 11,0.0078125,0.0,-0.060380510989
17,high,1,,0.0,0.0,0.0
17,high,5,,0.0,0.0,0.0
17,high,10,0,-0.1171875,-0.06640625,0.100541229222
17,high,20,0 1 10,-0.0625,-0.1875,0.078562322503
17,high,50,0 1 10 9 11 2 5 7 8,-0.17578125,0.478515625,-0.090514007541
18,medium,1,,0.0,0.0,0.0
18,medium,5,,0.0,0.0,0.0
18,medium,10,5,0.0,0.983032226562,0.0
18,medium,20,5 8 15,0.0,0.05078125,0.0
18,medium,50,5 8 15 6 9 2 3 0 4,0.0,0.0,0.0
19,low,1,,0.0,0.0,0.0
19,low,5,,0.0,0.0,0.0
19,low,10,11,0.0,0.0390625,-0.003913899321
19,low,20,11 0 4,0.0,0.02734375,0.0
19,low,50,11 0 4 5 9 2 1 10,0.00390625,0.0,-1.502126176645
20,medium,1,,0.0,0.0,0.0
20,medium,5,26,-0.01171875,-0.02734375,0.019960742563
20,medium,10,26 4 27,-0.01953125,0.05859375,-6.160766390694
20,medium,20,26 4 27 3 33 6 29,0.0,-0.02734375,-0.166321215448
20,medium,50,26 4 27 3 33 6 29 2 34 24 19 5 25 0 11 28 30 20,0.02734375,0.390625,-0.529822124457
21,medium,1,,0.0,0.0,0.0
21,medium,5,23 26,0.0,0.986755371094,0.0
21,medium,10,23 26 25 30,0.0,0.0,0.0
21,medium,20,23 26 25 30 37 33 22 19,0.234375,0.7548828125,-0.895990373075
21,medium,50,23 26 25 30 37 33 22 19 31 16 11 2 32 20 5 24 13 14 1 39,0.89306640625,0.0234375,-0.724895878875
22,low,1,,0.0,0.0,0.0
22,low,5,,0.0,0.0,0.0
22,low,10,6,0.0,0.995941162109,0.0
22,low,20,6 11 8,0.0,0.9755859375,0.0
22,low,50,6 11 8 10 3 4 9,0.0,0.0,0.0
23,high,1,,0.0,0.0,0.0
23,high,5,,0.0,0.0,0.0
23,high,10,0,0.0,0.984558105469,0.0
23,high,20,0 2 1,0.0,0.995086669922,0.0
23,high,50,0 2 1 12 8 9 16 3,0.0,0.26953125,-0.007843177461
24,low,1,,0.0,0.0,0.0
24,low,5,,0.0,0.0,0.0
24,low,10,8,0.0,0.1640625,0.0
24,low,20,8 5,0.0,0.1484375,-0.003913899321
24,low,50,8 5 2 0 9,0.0,0.0390625,-0.007843177461
25,low,1,,0.0,0.0,0.0
25,low,5,,0.0,0.0,0.0
25,low,10,9,0.0,0.0546875,-0.011787955752
25,low,20,9 12 3,0.0,0.28125,-0.007843177461
25,low,50,9 12 3 1 6 2 0 14,0.0,0.0078125,-0.251872619755
26,medium,1,,0.0,0.0,0.0
26,medium,5,,0.0,0.0,0.0
26,medium,10,4,0.00390625,0.3984375,0.00392927814
26,medium,20,4 2 9,0.00390625,0.00390625,0.00392927814
26,medium,50,4 2 9 7 3 14 6 5,0.01171875,0.01171875,-0.171358251997
27,low,1,,0.0,0.0,0.0
27,low,5,,0.0,0.0,0.0
27,low,10,2,0.0,0.00390625,0.0
27,low,20,2 8,0.0,0.015625,-0.003913899321
27,low,50,2 8 1 0 10 6 9,0.00390625,0.0078125,-0.409379007429
28,high,1,,0.0,0.0,0.0
28,high,5,24,0.05078125,-0.03515625,-0.008196767204
28,high,10,24 22,0.078125,-0.04296875,0.01217053562
28,high,20,24 22 18 17 16,0.0,0.0078125,0.040005334614
28,high,50,24 22 18 17 16 4 6 10 1 27 15 23 8 11,0.09765625,0.19140625,-0.603418410594
29,low,1,,0.0,0.0,0.0
29,low,5,,0.0,0.0,0.0
29,low,10,,0.0,0.0,0.0
29,low,20,3,0.0,0.999909877777,-0.003913899321
29,low,50,3 5 7 1,0.00390625,0.999713897705,-0.133531392625
30,high,1,,0.0,0.0,0.0
30,high,5,,0.0,0.0,0.0
30,high,10,,0.0,0.0,0.0
30,high,20,0,0.1015625,0.08203125,-0.007843177461
30,high,50,0 1 2,0.01171875,0.880859375,-0.007843177461
31,high,1,,0.0,0.0,0.0
31,high,5,,0.0,0.0,0.0
31,high,10,,0.0,0.0,0.0
31,high,20,3,-0.0078125,0.966430664062,0.0
31,high,50,3 2 1 7,0.92041015625,0.685546875,-1.787783320848
32,medium,1,,0.0,0.0,0.0
32,medium,5,,0.0,0.0,0.0
32,medium,10,,0.0,0.0,0.0
32,medium,20,2,0.0,0.0078125,0.0
32,medium,50,2 1 0,0.7548828125,0.0,-0.015748356968
33,low,1,,0.0,0.0,0.0
33,low,5,,0.0,0.0,0.0
33,low,10,1,0.0,0.0390625,0.0
33,low,20,1 0 6,0.0,0.04296875,0.0
33,low,50,1 0 6 7 5 3 4 12,0.0,0.00390625,-0.003913899321
34,medium,1,,0.0,0.0,0.0
34,medium,5,,0.0,0.0,0.0
34,medium,10,4,0.00390625,0.0078125,-0.003913899321
34,medium,20,4 11,0.0078125,0.0,-0.111455440925
34,medium,50,4 11 0 2 10 3,0.0390625,0.00390625,-0.202843192515
35,low,1,,0.0,0.0,0.0
35,low,5,8,0.0,0.01171875,0.0
35,low,10,8 0,0.0,0.0,0.0
35,low,20,8 0 6 9,0.01953125,0.0,-0.16068238169
35,low,50,8 0 6 9 5 2 4 3 7 10 1,0.90478515625,0.0,-2.351619427596
36,low,1,,0.0,0.0,0.0
36,low,5,4,0.0,0.986755371094,0.0
36,low,10,4 11,0.0,0.992431640625,0.0
36,low,20,4 11 16 13,0.0,0.5625,-0.003913899321
36,low,50,4 11 16 13 20 15 5 0 1 9 6,0.977661132812,0.9755859375,-0.791587253373
37,medium,1,,0.0,0.0,0.0
37,medium,5,,0.0,0.0,0.0
37,medium,10,12,0.00390625,0.01171875,0.0
37,medium,20,12 5,0.00390625,0.02734375,-0.007874056431
37,medium,50,12 5 0 11 2 3 13,0.00390625,0.0390625,-0.007874056431
38,medium,1,,0.0,0.0,0.0
38,medium,5,4,0.0,0.02734375,0.003944778291
38,medium,10,4 15,-0.00390625,-0.00390625,0.007874056431
38,medium,20,4 15 19 3 8,0.00390625,-0.0078125,-0.011928570865
38,medium,50,4 15 19 3 8 12 16 10 18 23 1 17 20,0.0,0.0078125,-0.011928570865
39,high,1,,0.0,0.0,0.0
39,high,5,,0.0,0.0,0.0
39,high,10,4,0.0,0.970703125,0.0
39,high,20,4 8,0.0,0.994781494141,0.0
39,high,50,4 8 10 1 5,0.859375,0.0703125,-0.236909747078
40,high,1,,0.0,0.0,0.0
40,high,5,,0.0,0.0,0.0
40,high,10,7,0.07421875,-0.03515625,0.044272823678
40,high,20,7 10,0.04296875,-0.0390625,0.020367302824
40,high,50,7 10 9 5 2 8,0.140625,-0.04296875,-0.21494678411
41,medium,1,,0.0,0.0,0.0
41,medium,5,12,0.0,0.995941162109,0.0
41,medium,10,12 23,0.0,0.988342285156,0.0
41,medium,20,12 23 16 9 0,0.02734375,0.994445800781,-1.598753012334
41,medium,50,12 23 16 9 0 1 18 7 22 8 10 3,0.90966796875,0.0,-0.60353502187
42,low,1,,0.0,0.0,0.0
42,low,5,7,0.0,0.0,0.0
42,low,10,7 8,0.0,-0.00390625,0.00392927814
42,low,20,7 8 10 11,0.00390625,-0.00390625,0.007843177461
42,low,50,7 8 10 11 3 9 22 14 13 16 15 18,-0.00390625,0.1640625,0.00392927814
43,high,1,,0.0,0.0,0.0
43,high,5,4,0.0,0.0,0.0
43,high,10,4 3,0.0,0.0,0.0
43,high,20,4 3 11 2 24,0.0,0.998718261719,0.0
43,high,50,4 3 11 2 24 16 21 12 22 9 0 1 27 19,0.90185546875,0.95263671875,-0.077117303344
44,medium,1,,0.0,0.0,0.0
44,medium,5,7,0.01171875,0.05859375,0.00399202127
44,medium,10,7 3,0.01171875,-0.01171875,-0.008032171697
44,medium,20,7 3 16 28 27,-0.0078125,0.5078125,-0.036663984372
44,medium,50,7 3 16 28 27 18 12 2 0 15 26 19 17 22,-0.01171875,0.944580078125,-0.263965545834
45,low,1,,0.0,0.0,0.0
45,low,5,5,0.0,0.996398925781,0.0
45,low,10,5 27 13,0.0,0.943359375,0.0
45,low,20,5 27 13 12 25 20,0.0,0.994445800781,0.0
45,low,50,5 27 13 12 25 20 26 21 11 4 29 17 1 6 3,0.0,0.0,-0.60353502187
46,medium,1,,0.0,0.0,0.0
46,medium,5,,0.0,0.0,0.0
46,medium,10,5,0.0,-0.00390625,0.00392927814
46,medium,20,5 13 4,0.0,-0.0078125,0.00392927814
46,medium,50,5 13 4 16 10 18 9 12 3,0.0234375,-0.00390625,-0.103612263464
47,medium,1,,0.0,0.0,0.0
47,medium,5,,0.0,0.0,0.0
47,medium,10,3,0.015625,-0.0078125,-0.0489893872
47,medium,20,3 5,-0.00390625,-0.01171875,-0.012024192967
47,medium,50,3 5 4 2 7,0.02734375,0.00390625,-0.136381209315
48,low,1,,0.0,0.0,0.0
48,low,5,0,0.0,0.9755859375,0.0
48,low,10,0 26 10,0.0,0.0,0.0
48,low,20,0 26 10 11 25 1,0.0,0.0,-0.019724505348
48,low,50,0 26 10 11 25 1 2 9 23 3 29 12 24 16 6,0.0,0.0,-0.369027711906
49,high,1,,0.0,0.0,0.0
49,high,5,3,-0.23046875,-0.484375,-1.062174892466
49,high,10,3 0,-0.41015625,-0.44140625,0.241719936887
49,high,20,3 0 6 4,-0.38671875,-0.4140625,0.581691739635
49,high,50,3 0 6 4 5 2 1 21 13 8 7,0.2880859375,-0.109375,0.394993808241
50,low,1,,0.0,0.0,0.0
50,low,5,,0.0,0.0,0.0
50,low,10,2,0.0,0.00390625,0.0
50,low,20,2 0 6,0.0,0.00390625,0.0
50,low,50,2 0 6 14 1 10 8 15 11,0.53125,0.0703125,-0.011787955752
51,low,1,,0.0,0.0,0.0
51,low,5,10,0.0,0.30859375,0.0
51,low,10,10 18 29,0.0,0.9326171875,0.0
51,low,20,10 18 29 3 9 19 0,0.0,0.8740234375,0.0
51,low,50,10 18 29 3 9 19 0 2 20 1 11 23 13 7 4 12 14 22 16,0.973999023438,0.666015625,-0.003913899321
52,low,1,,0.0,0.0,0.0
52,low,5,4,0.0,0.0,0.0
52,low,10,4 0,0.0,0.0,0.0
52,low,20,4 0 18 3,0.0,0.05078125,-0.30343042942
52,low,50,4 0 18 3 13 6 16 5 2 1,0.0,0.0,-0.246860077932
53,low,1,,0.0,0.0,0.0
53,low,5,,0.0,0.0,0.0
53,low,10,12,0.0,0.962646484375,0.0
53,low,20,12 13 0,0.0,0.0,0.0
53,low,50,12 13 0 6 10 8 2 1 4,0.0,0.0,0.0
54,medium,1,,0.0,0.0,0.0
54,medium,5,13,0.0,0.0546875,0.003913899321
54,medium,10,13 20,0.0,0.01953125,0.003913899321
54,medium,20,13 20 21 15,0.0,0.0078125,-0.056466611668
54,medium,50,13 20 21 15 4 5 1 3 0 18 7,0.0,0.0,-0.147635998806
55,medium,1,,0.0,0.0,0.0
55,medium,5,,0.0,0.0,0.0
55,medium,10,3,0.0,0.8740234375,0.0
55,medium,20,3 1 2,0.0,0.515625,0.0
55,medium,50,3 1 2 4 6 14 8 7,0.2578125,0.0,-0.007843177461
56,low,1,,0.0,0.0,0.0
56,low,5,,0.0,0.0,0.0
56,low,10,,0.0,0.0,0.0
56,low,20,0,0.0,0.1484375,0.0
56,low,50,0 2 4 1,0.0,0.0,-0.003913899321
57,low,1,,0.0,0.0,0.0
57,low,5,12,0.0,0.0,0.0
57,low,10,12 18 30,0.0,0.0,0.0
57,low,20,12 18 30 14 22 11 4,0.0,0.0,0.0
57,low,50,12 18 30 14 22 11 4 19 28 23 10 0 29 33 13 20 15,0.0234375,0.0,0.0
58,high,1,,0.0,0.0,0.0
58,high,5,,0.0,0.0,0.0
58,high,10,8,0.0,0.00390625,0.003913899321
58,high,20,8 2 9,0.00390625,0.14453125,0.003913899321
58,high,50,8 2 9 14 12 6 0 1,0.0390625,0.995798110962,-0.342766513893
59,low,1,,0.0,0.0,0.0
59,low,5,,0.0,0.0,0.0
59,low,10,5,0.0,0.943359375,0.0
59,low,20,5 10 9,0.0,0.607421875,0.0
59,low,50,5 10 9 8 7 15 4 17 18,0.19140625,0.0,-1.050938819199
60,high,1,,0.0,0.0,0.0
60,high,5,,0.0,0.0,0.0
60,high,10,8,0.995635986328,0.109375,-8.868597125099
60,high,20,8 7,0.0,0.015625,-7.184468320063
60,high,50,8 7 9 5 6,-0.00390625,0.00390625,-0.156768482369
61,medium,1,,0.0,0.0,0.0
61,medium,5,,0.0,0.0,0.0
61,medium,10,,0.0,0.0,0.0
61,medium,20,1,0.05859375,0.00390625,0.0
61,medium,50,1 3 7 5,0.987548828125,0.0,-1.138458197215
62,medium,1,,0.0,0.0,0.0
62,medium,5,,0.0,0.0,0.0
62,medium,10,7,0.0234375,0.979125976562,-0.035932009226
62,medium,20,7 1,0.015625,0.995635986328,-0.023810648694
62,medium,50,7 1 6 0 9 4,-0.00390625,0.03515625,-0.03187520853
63,medium,1,,0.0,0.0,0.0
63,medium,5,3,0.0,0.8271484375,0.0
63,medium,10,3 2,0.0,0.89306640625,0.0
63,medium,20,3 2 0 5,0.0,0.996398925781,0.0
63,medium,50,3 2 0 5 15 8 9 14 20 19 4,0.0,0.9326171875,-0.052116001139
64,medium,1,,0.0,0.0,0.0
64,medium,5,,0.0,0.0,0.0
64,medium,10,12,0.0,-0.0078125,0.003944778291
64,medium,20,12 2 3,0.01171875,-0.01171875,0.003944778291
64,medium,50,12 2 3 4 13 7 0 15,-0.00390625,0.00390625,0.011787955752
65,high,1,,0.0,0.0,0.0
65,high,5,4,0.0,0.97705078125,0.0
65,high,10,4 3,0.0,0.970703125,0.0
65,high,20,4 3 0 7,0.0,0.989685058594,0.0
65,high,50,4 3 0 7 1 8 17 13 10 19,0.00390625,0.46875,0.0
66,low,1,,0.0,0.0,0.0
66,low,5,,0.0,0.0,0.0
66,low,10,2,0.0,0.966796875,0.0
66,low,20,2 1 6,0.607421875,0.0,-0.18388527877
66,low,50,2 1 6 3 0 13 11,0.7978515625,0.234375,-0.314068827625
67,low,1,,0.0,0.0,0.0
67,low,5,1,0.00390625,0.0,-0.011787955752
67,low,10,1 0,0.015625,0.0,-0.023716526617
67,low,20,1 0 21 2 15,0.01953125,0.0,-0.314068827625
67,low,50,1 0 21 2 15 19 20 5 7 3 11 14 17,0.00390625,0.0,-0.023716526617
68,low,1,,0.0,0.0,0.0
68,low,5,,0.0,0.0,0.0
68,low,10,13,0.0,0.0546875,-0.019724505348
68,low,20,13 0 11,0.0,0.0546875,-0.007843177461
68,low,50,13 0 11 14 5 9 8 1 4,0.0,0.01171875,-0.027724548015
69,low,1,,0.0,0.0,0.0
69,low,5,7,0.0,0.05859375,0.0
69,low,10,7 15,0.00390625,0.38671875,-0.00392927814
69,low,20,7 15 18 19 8,0.0,0.7509765625,0.0
69,low,50,7 15 18 19 8 26 5 16 14 24 20 17 25,0.0078125,0.90087890625,-0.015810606027
70,medium,1,,0.0,0.0,0.0
70,medium,5,,0.0,0.0,0.0
70,medium,10,,0.0,0.0,0.0
70,medium,20,3,0.00390625,-0.00390625,-0.192734145866
70,medium,50,3 1,0.25,0.0078125,-0.040656005641
71,medium,1,,0.0,0.0,0.0
71,medium,5,0 2,-0.015625,0.34375,0.004040409537
71,medium,10,0 2 39 28,-0.0234375,0.13671875,0.008064559837
71,medium,20,0 2 39 28 22 1 38 14,-0.01953125,0.01171875,-0.037117662957
71,medium,50,0 2 39 28 22 1 38 14 21 31 16 12 17 23 29 3 24 37 33 30,-0.01953125,-0.015625,-0.124893273839
72,medium,1,,0.0,0.0,0.0
72,medium,5,,0.0,0.0,0.0
72,medium,10,7,0.0,0.991943359375,0.0
72,medium,20,7 9,0.0,0.989013671875,0.0
72,medium,50,7 9 8 1 0 6,0.0,0.0,0.0
73,medium,1,,0.0,0.0,0.0
73,medium,5,,0.0,0.0,0.0
73,medium,10,,0.0,0.0,0.0
73,medium,20,7,-0.046875,-0.06640625,0.008333381559
73,medium,50,7 6 4 3,-0.04296875,-0.0625,-0.134129299967
74,low,1,,0.0,0.0,0.0
74,low,5,,0.0,0.0,0.0
74,low,10,7,0.0,0.999244689941,0.0
74,low,20,7 1,0.0,0.0,0.0
74,low,50,7 1 8 0 6 11 13,0.0,0.0,0.0
75,low,1,,0.0,0.0,0.0
75,low,5,,0.0,0.0,0.0
75,low,10,15,0.00390625,0.0,-0.003913899321
75,low,20,15 2 16,0.0,0.0078125,0.0
75,low,50,15 2 16 6 5 12 9 14 10,0.00390625,0.998016357422,-0.007843177461
76,low,1,,0.0,0.0,0.0
76,low,5,,0.0,0.0,0.0
76,low,10,5,0.0,0.01171875,0.0
76,low,20,5 7 11,0.0,0.0078125,0.0
76,low,50,5 7 11 0 13 15 12 14 2,0.0,0.01171875,-0.341170757403
77,medium,1,,0.0,0.0,0.0
77,medium,5,,0.0,0.0,0.0
77,medium,10,0,-0.00390625,0.0390625,0.003913899321
77,medium,20,0 10,-0.00390625,0.06640625,-0.00392927814
77,medium,50,0 10 7 3 6 4,0.078125,0.00390625,-2.837388715467
78,low,1,,0.0,0.0,0.0
78,low,5,,0.0,0.0,0.0
78,low,10,,0.0,0.0,0.0
78,low,20,2,0.00390625,0.00390625,-0.00392927814
78,low,50,2 4 6 7,0.01953125,0.00390625,-0.24294617861
79,medium,1,,0.0,0.0,0.0
79,medium,5,0,0.0,0.9755859375,0.0
79,medium,10,0 17,0.0,0.53125,-2.928694436903
79,medium,20,0 17 9 12,0.0,0.7978515625,-2.961179892047
79,medium,50,0 17 9 12 10 11 1 16 18 20 5,0.972412109375,0.01171875,-1.182078819691
80,high,1,,0.0,0.0,0.0
80,high,5,7,0.00390625,0.992431640625,0.0
80,high,10,7 17,0.0,0.986755371094,-0.003913899321
80,high,20,7 17 6 3 11,0.0,0.946533203125,-0.003913899321
80,high,50,7 17 6 3 11 10 2 24 5 14 18 1,0.015625,0.962646484375,-0.188591169808
81,medium,1,,0.0,0.0,0.0
81,medium,5,9,0.0,-0.0078125,0.00392927814
81,medium,10,9 14,0.00390625,0.0,-0.007905179507
81,medium,20,9 14 2 21,0.015625,-0.00390625,-3.94682436447
81,medium,50,9 14 2 21 5 1 3 4 12 11 8,0.5234375,-0.00390625,-5.68434900998
82,medium,1,,0.0,0.0,0.0
82,medium,5,9,0.0,0.986778259277,0.003944778291
82,medium,10,9 7,0.0,0.984802246094,0.007874056431
82,medium,20,9 7 16 10,0.0078125,0.41015625,0.0
82,medium,50,9 7 16 10 1 20 6 8 13 14 0 12,0.0234375,0.0078125,0.003944778291
83,medium,1,,0.0,0.0,0.0
83,medium,5,,0.0,0.0,0.0
83,medium,10,3,0.015625,0.02734375,-0.007936549596
83,medium,20,3 4 5,-0.0078125,0.01171875,0.011787955752
83,medium,50,3 4 5 2 8 0 11 6 9,-0.0078125,-0.00390625,0.003944778291
84,high,1,,0.0,0.0,0.0
84,high,5,,0.0,0.0,0.0
84,high,10,1,0.0,0.991943359375,0.0
84,high,20,1 0 11,0.0,0.997161865234,0.0
84,high,50,1 0 11 2 3 10 9 14,0.97705078125,0.0,-1.502126176645
85,low,1,,0.0,0.0,0.0
85,low,5,13,0.0,0.0078125,0.00392927814
85,low,10,13 18,0.0,0.03515625,0.007843177461
85,low,20,13 18 19 22 7,0.00390625,-0.00390625,0.00392927814
85,low,50,13 18 19 22 7 9 20 17 21 16 6 5,0.08203125,0.8662109375,0.0
86,high,1,,0.0,0.0,0.0
86,high,5,,0.0,0.0,0.0
86,high,10,,0.0,0.0,0.0
86,high,20,3,0.0703125,0.988037109375,-0.184677270486
86,high,50,3 5 2,0.03515625,0.48046875,-0.198929293194
87,low,1,,0.0,0.0,0.0
87,low,5,17,0.0,0.993316650391,0.0
87,low,10,17 8,0.0,0.968872070312,0.0
87,low,20,17 8 9 10,0.0,0.623046875,0.0
87,low,50,17 8 9 10 11 6 20 7 19 4,0.0,0.994445800781,0.0
88,medium,1,,0.0,0.0,0.0
88,medium,5,,0.0,0.0,0.0
88,medium,10,,0.0,0.0,0.0
88,medium,20,0,-0.02734375,0.14453125,0.023810648694
88,medium,50,0 6 7 2,-0.0234375,0.09765625,-0.012121360532
89,low,1,,0.0,0.0,0.0
89,low,5,23,0.0,0.995941162109,0.0
89,low,10,23 22 2,0.0,0.12109375,0.0
89,low,20,23 22 2 35 28 20 24,0.0,0.0,0.0
89,low,50,23 22 2 35 28 20 24 33 17 6 3 26 18 7 4 21 27 36 9,0.970703125,0.0,-0.023716526617
90,medium,1,,0.0,0.0,0.0
90,medium,5,18,0.015625,0.02734375,0.004056800696
90,medium,10,18 17,0.0625,-0.02734375,-0.004073325388
90,medium,20,18 17 19 1 16,0.015625,-0.03515625,0.032002731086
90,medium,50,18 17 19 1 16 2 26 6 0 7 14 25 5,-0.03125,0.942993164062,0.035932009226
91,low,1,,0.0,0.0,0.0
91,low,5,11,0.00390625,0.05859375,-0.003913899321
91,low,10,11 12,0.0,0.0078125,0.0
91,low,20,11 12 8 5 7,0.00390625,0.0078125,0.0
91,low,50,11 12 8 5 7 9 0 16 1 3 23 13,0.0078125,0.015625,-0.007843177461
92,high,1,,0.0,0.0,0.0
92,high,5,,0.0,0.0,0.0
92,high,10,,0.0,0.0,0.0
92,high,20,3,0.0,0.01953125,-0.003913899321
92,high,50,3 0,0.0,0.0234375,0.0
93,medium,1,,0.0,0.0,0.0
93,medium,5,,0.0,0.0,0.0
93,medium,10,,0.0,0.0,0.0
93,medium,20,6,0.99787902832,0.0,-7.219153878051
93,medium,50,6 2 4,0.988647460938,0.0,-0.064538521138
94,medium,1,,0.0,0.0,0.0
94,medium,5,24,0.00390625,-0.00390625,-0.023810648694
94,medium,10,24 13,0.0078125,-0.00390625,-0.060624621816
94,medium,20,24 13 2 22 15,0.02734375,0.0,-0.068992871487
94,medium,50,24 13 2 22 15 0 12 4 17 23 14 21,0.02734375,0.00390625,-1.110446746315
95,high,1,,0.0,0.0,0.0
95,high,5,3,0.00390625,0.125,0.0
95,high,10,3 9,0.962646484375,0.0,-2.928694436903
95,high,20,3 9 8 2,0.988342285156,0.0,-3.530274423937
95,high,50,3 9 8 2 12 1 5 7 13 14 10 15,0.9150390625,0.0390625,-3.834763614705
96,medium,1,,0.0,0.0,0.0
96,medium,5,,0.0,0.0,0.0
96,medium,10,,0.0,0.0,0.0
96,medium,20,,0.0,0.0,0.0
96,medium,50,0,0.0,0.0625,0.0
97,high,1,,0.0,0.0,0.0
97,high,5,,0.0,0.0,0.0
97,high,10,,0.0,0.0,0.0
97,high,20,3,0.27734375,0.3984375,-1.161413189907
97,high,50,3 2 5 0,0.7724609375,0.21875,-2.244521292039
98,high,1,,0.0,0.0,0.0
98,high,5,0,0.0,0.0390625,0.0
98,high,10,0 2,0.0,0.95263671875,0.0
98,high,20,0 2 17 18,0.0,0.37890625,0.0
98,high,50,0 2 17 18 1 7 9 13 20 8,0.0,0.943359375,-0.439231970579
99,low,1,,0.0,0.0,0.0
99,low,5,13,0.0,0.962646484375,0.0
99,low,10,13 11,0.0,0.90478515625,0.0
99,low,20,13 11 12 14 16,0.0,0.0,0.0
99,low,50,13 11 12 14 16 6 19 10 17 20 7 4,0.24609375,0.0,-0.003913899321
